"annotation_id","annotator","created_at","id","lead_time","review","sentiment","updated_at"
1,"2","2026-02-07T09:29:22.457010Z",1,38.207,"This movie is a triumph in every sense. Highly recommended for everyone.","Positive","2026-02-07T09:29:22.457010Z"
2,"2","2026-02-07T09:29:49.292337Z",2,26.415,"I have never been so bored in my life. The score was frankly cringe-worthy. Avoid this at all costs.","Negative","2026-02-07T09:29:49.292337Z"
3,"2","2026-02-07T09:30:45.462484Z",3,55.581,"I was completely blown away by this film. The lead actor delivered a refreshing performance. I will be thinking about this for days.","Neutral","2026-02-07T09:30:45.462484Z"
4,"2","2026-02-07T09:31:15.072395Z",4,28.918,"The trailer was better than the movie. The acting was frankly tedious. A complete misfire.","Negative","2026-02-07T09:31:15.072395Z"
5,"2","2026-02-07T09:31:26.089859Z",5,10.645,"Middle of the road entertainment. Visually it's fine, but the story arc is just average. It is what it is.","Neutral","2026-02-07T09:31:26.089859Z"
6,"2","2026-02-07T09:31:32.877648Z",6,6.415,"It perfectly balances humor and drama. I was hooked from the very first minute.","Positive","2026-02-07T09:31:32.877648Z"
7,"2","2026-02-07T09:31:41.086250Z",7,7.841,"I have never been so bored in my life. Nothing about the opening scene worked. A complete misfire.","Neutral","2026-02-07T09:31:41.086250Z"
8,"2","2026-02-07T09:31:48.258364Z",8,6.818,"Nothing about the acting worked. What a complete waste of potential.","Negative","2026-02-07T09:31:48.258364Z"
9,"2","2026-02-07T09:32:39.239706Z",9,17.023,"It’s not a masterpiece, but it’s not a disaster either. The acting is fine, but the editing is a bit serviceable. You won't remember it a week from now.","Neutral","2026-02-07T09:32:39.239706Z"
10,"2","2026-02-07T09:32:49.237605Z",10,9.525,"Simply put, this is cinema at its finest. The chemistry between the cast was superb. Don't miss this one.","Positive","2026-02-07T09:32:49.237605Z"
11,"2","2026-02-07T09:32:59.593916Z",11,9.626,"I oscillated between loving and hating this film. I respect the ambition, even if it didn't fully land.","Neutral","2026-02-07T09:32:59.593916Z"
12,"2","2026-02-07T09:33:09.482524Z",12,9.518,"The acting was gripping, yet the acting felt dull. This is a very difficult movie to categorize.","Neutral","2026-02-07T09:33:09.482524Z"
13,"2","2026-02-07T09:33:33.013529Z",13,23.006,"It tries to be deep, but comes off as dull despite the gripping music. A strange experience overall.","Negative","2026-02-07T09:33:33.013529Z"
14,"2","2026-02-07T09:33:38.623681Z",14,5.064,"Wow, just wow. Every scene felt earned, and the costume design was masterful. Two thumbs way up.","Positive","2026-02-07T09:33:38.623681Z"
15,"2","2026-02-07T09:33:45.311391Z",15,5.953,"I am confused about how I feel. It left me puzzled.","Neutral","2026-02-07T09:33:45.311391Z"
16,"2","2026-02-07T09:33:58.606806Z",16,12.429,"The direction was typical, but nothing special. Middle of the road entertainment.","Neutral","2026-02-07T09:33:58.606806Z"
17,"2","2026-02-07T09:35:45.008945Z",17,105.676,"Total garbage. Zero stars if I could give it.","Negative","2026-02-07T09:35:45.008945Z"
18,"2","2026-02-07T09:35:56.549849Z",18,11.203,"I didn't expect to enjoy this as much as I did. I particularly loved how the cinematography was handled. Don't miss this one.","Positive","2026-02-07T09:35:56.549849Z"
19,"2","2026-02-07T09:36:01.919269Z",19,5.015,"I tried to like it, I really did, but it failed. I walked out halfway through.","Negative","2026-02-07T09:36:01.919269Z"
20,"2","2026-02-07T09:36:09.750243Z",20,7.481,"I am confused about how I feel. Your mileage may vary significantly.","Neutral","2026-02-07T09:36:09.750243Z"
21,"2","2026-02-07T09:36:37.657197Z",21,27.444,"I have mixed feelings about this one. You won't remember it a week from now.","Neutral","2026-02-07T09:36:37.657197Z"
22,"2","2026-02-07T09:36:50.089696Z",22,11.952,"I didn't expect to enjoy this as much as I did. It perfectly balances humor and drama. Do yourself a favor and go see this.","Positive","2026-02-07T09:36:50.089696Z"
23,"2","2026-02-07T09:36:57.755480Z",23,7.34,"The costume design distracted me from everything else. I struggled to sit through the first half.","Negative","2026-02-07T09:36:57.755480Z"
24,"2","2026-02-07T09:37:08.054900Z",24,9.911,"The visual effects were superb and added so much depth. This movie is a triumph in every sense.","Positive","2026-02-07T09:37:08.054900Z"
25,"2","2026-02-07T09:37:18.504986Z",25,10.113,"Wow, just wow. It perfectly balances humor and drama. A must-watch for fans of the genre.","Positive","2026-02-07T09:37:18.504986Z"
26,"2","2026-02-07T09:37:21.881150Z",26,3.047,"I have never been so bored in my life. Utterly disappointing.","Negative","2026-02-07T09:37:21.881150Z"
27,"2","2026-02-07T09:37:28.624297Z",27,6.423,"A refreshing take on a tired genre. Don't miss this one.","Positive","2026-02-07T09:37:28.624297Z"
28,"2","2026-02-07T09:37:37.161777Z",28,8.212,"Ideally, this should have been great, but something was off. I think I need to watch it again to decide.","Neutral","2026-02-07T09:37:37.161777Z"
29,"2","2026-02-07T09:37:42.147527Z",29,4.658,"What a complete waste of potential. It’s a hard pass from me.","Negative","2026-02-07T09:37:42.147527Z"
30,"2","2026-02-07T09:37:52.230262Z",30,9.784,"Great concept, but the execution was jarring. It’s a weird mix of brilliance and stupidity.","Negative","2026-02-07T09:37:52.230262Z"
31,"2","2026-02-07T09:38:55.801311Z",31,63.24,"Ideally, this should have been great, but something was off. It tries to be deep, but comes off as amateurish despite the flawless music. I think I need to watch it again to decide.","Neutral","2026-02-07T09:38:55.801311Z"
32,"2","2026-02-07T09:39:07.957835Z",32,11.788,"This is a very difficult movie to categorize. The first half was intense, but the ending was tedious. Your mileage may vary significantly.","Neutral","2026-02-07T09:39:07.957835Z"
33,"2","2026-02-07T09:39:20.542804Z",33,12.238,"This is a very difficult movie to categorize. The first half was phenomenal, but the ending was cheap. It’s definitely not for everyone.","Neutral","2026-02-07T09:39:20.542804Z"
34,"2","2026-02-07T09:39:24.054332Z",34,3.14,"This might be the worst thing I've seen all year. The plot holes were glaring and the cinematography was pretentious. Avoid this at all costs.","Negative","2026-02-07T09:39:24.054332Z"
35,"2","2026-02-07T09:39:37.488995Z",35,13.112,"I am confused about how I feel. The first half was flawless, but the ending was nonsensical. I think I need to watch it again to decide.","Neutral","2026-02-07T09:39:37.489689Z"
36,"2","2026-02-07T09:39:47.046966Z",36,9.226,"The acting is fine, but the story arc is a bit formulaic. It was a decent way to kill an afternoon.","Negative","2026-02-07T09:39:47.046966Z"
37,"2","2026-02-07T09:39:50.899481Z",37,3.506,"It perfectly balances humor and drama. This movie is a triumph in every sense.","Positive","2026-02-07T09:39:50.899481Z"
38,"2","2026-02-07T09:39:54.831297Z",38,3.607,"A frustrating experience. Avoid this at all costs.","Negative","2026-02-07T09:39:54.831297Z"
39,"2","2026-02-07T09:40:05.059961Z",39,9.898,"A strange experience overall. While the editing shines, the rest is uninspired. It’s definitely not for everyone.","Neutral","2026-02-07T09:40:05.059961Z"
40,"2","2026-02-07T09:40:19.874262Z",40,14.466,"Every scene felt earned, and the opening scene was heartwarming. A cinematic masterpiece.","Positive","2026-02-07T09:40:19.874262Z"
41,"2","2026-02-07T09:40:28.500681Z",41,8.288,"Visually it's fine, but the editing is just adequate. It was a decent way to kill an afternoon.","Negative","2026-02-07T09:40:28.500681Z"
42,"2","2026-02-07T09:40:31.214643Z",42,2.38,"Wow, just wow. I particularly loved how the pacing was handled. A must-watch for fans of the genre.","Positive","2026-02-07T09:40:31.214643Z"
43,"2","2026-02-07T09:40:56.094607Z",43,24.549,"The CGI was okay, but forgettable. I walked in with low expectations and they were met.","Neutral","2026-02-07T09:40:56.094607Z"
44,"2","2026-02-07T09:41:01.333296Z",44,4.899,"Great concept, but the execution was clichéd. Ideally, this should have been great, but something was off.","Negative","2026-02-07T09:41:01.333296Z"
45,"2","2026-02-07T09:41:07.332247Z",45,5.676,"I am confused about how I feel. A polarizing experience for sure.","Neutral","2026-02-07T09:41:07.332247Z"
46,"2","2026-02-07T09:41:14.399479Z",46,6.748,"I tried to like it, I really did, but it failed. The cinematography distracted me from everything else. A complete misfire.","Negative","2026-02-07T09:41:14.399479Z"
47,"2","2026-02-07T09:41:33.181608Z",47,18.429,"It was... fine. It has some good moments, especially the costume design. It’s okay if you have nothing else to do.","Neutral","2026-02-07T09:41:33.181608Z"
48,"2","2026-02-07T09:41:36.897531Z",48,3.397,"This movie is a triumph in every sense. The visual effects were refreshing and added so much depth. A definitive 10/10.","Positive","2026-02-07T09:41:36.897531Z"
49,"2","2026-02-07T09:41:41.068960Z",49,3.854,"It felt like a rough draft that was never edited. I struggled to sit through the first half.","Negative","2026-02-07T09:41:41.068960Z"
50,"2","2026-02-07T09:41:47.554942Z",50,6.138,"Great concept, but the execution was jarring. I oscillated between loving and hating this film.","Neutral","2026-02-07T09:41:47.554942Z"
51,"2","2026-02-07T09:41:52.150876Z",51,4.281,"An absolute joy to watch from start to finish. Two thumbs way up.","Positive","2026-02-07T09:41:52.150876Z"
52,"2","2026-02-07T09:41:59.543266Z",52,7.076,"I'm honestly still trying to process what I just saw. The first half was heartwarming, but the ending was unbearable. Your mileage may vary significantly.","Negative","2026-02-07T09:41:59.543871Z"
53,"2","2026-02-07T09:42:02.243331Z",53,2.39,"I tried to like it, I really did, but it failed. I couldn't get past the nonsensical soundtrack. I walked out halfway through.","Negative","2026-02-07T09:42:02.243331Z"
54,"2","2026-02-07T09:42:06.082056Z",54,3.522,"Ideally, this should have been great, but something was off. It’s definitely not for everyone.","Negative","2026-02-07T09:42:06.082628Z"
55,"2","2026-02-07T09:42:09.255044Z",55,2.845,"Finally, a movie that respects the audience. Two thumbs way up.","Positive","2026-02-07T09:42:09.255044Z"
56,"2","2026-02-07T09:42:17.104645Z",56,7.44,"I oscillated between loving and hating this film. It’s definitely not for everyone.","Neutral","2026-02-07T09:42:17.104645Z"
57,"2","2026-02-07T09:42:26.208136Z",57,8.742,"I was completely blown away by this film. Don't miss this one.","Positive","2026-02-07T09:42:26.208136Z"
58,"2","2026-02-07T09:42:31.962542Z",58,5.435,"Finally, a movie that respects the audience. The lead actor delivered a flawless performance. It deserves all the awards it's getting.","Positive","2026-02-07T09:42:31.962542Z"
59,"2","2026-02-07T09:42:34.868989Z",59,2.566,"Total garbage. A complete misfire.","Negative","2026-02-07T09:42:34.868989Z"
60,"2","2026-02-07T09:42:40.983275Z",60,5.767,"An absolute train wreck of a movie. I couldn't get past the tedious score. Zero stars if I could give it.","Negative","2026-02-07T09:42:40.983275Z"
61,"2","2026-02-07T09:42:54.692513Z",61,13.384,"Standard fare for this type of movie. Wait for it to come out on streaming.","Neutral","2026-02-07T09:42:54.692513Z"
62,"2","2026-02-07T09:42:57.790561Z",62,2.779,"I have never been so bored in my life. Do not bother.","Negative","2026-02-07T09:42:57.790561Z"
63,"2","2026-02-07T09:43:06.618140Z",63,8.503,"The acting was touching, yet the dialogue felt nonsensical. I oscillated between loving and hating this film.","Neutral","2026-02-07T09:43:06.618140Z"
64,"2","2026-02-07T09:43:25.036664Z",64,18.094,"It doesn't leave a lasting impression. It serves its purpose as popcorn filler.","Negative","2026-02-07T09:43:25.036664Z"
65,"2","2026-02-07T09:43:31.635743Z",65,6.257,"It serves its purpose as popcorn filler. If you're bored, give it a shot.","Negative","2026-02-07T09:43:31.635743Z"
66,"2","2026-02-07T09:43:37.709391Z",66,5.765,"Standard fare for this type of movie. It doesn't leave a lasting impression. 6/10 at best.","Neutral","2026-02-07T09:43:37.709391Z"
67,"2","2026-02-07T09:43:53.202689Z",67,15.164,"I walked in with low expectations and they were met. While the story arc was good, the rest felt so-so. Acceptable, but forgettable.","Neutral","2026-02-07T09:43:53.202689Z"
68,"2","2026-02-07T09:44:01.565677Z",68,8.041,"It was... fine. It follows the standard formula without taking risks. If you're bored, give it a shot.","Negative","2026-02-07T09:44:01.565677Z"
69,"2","2026-02-07T09:44:17.373799Z",69,15.495,"It managed to be flawless without trying too hard. Finally, a movie that respects the audience.","Positive","2026-02-07T09:44:17.373799Z"
70,"2","2026-02-07T09:44:20.740489Z",70,3.059,"The soundtrack was frankly disjointed. Total garbage.","Negative","2026-02-07T09:44:20.740489Z"
71,"2","2026-02-07T09:44:26.898435Z",71,5.817,"Great concept, but the execution was clichéd. I'm honestly still trying to process what I just saw.","Neutral","2026-02-07T09:44:26.898435Z"
72,"2","2026-02-07T09:44:31.688531Z",72,4.445,"The direction was frankly uninspired. I want my two hours back.","Negative","2026-02-07T09:44:31.688531Z"
73,"2","2026-02-07T09:44:39.194072Z",73,7.187,"It has some good moments, especially the direction. I have mixed feelings about this one.","Positive","2026-02-07T09:44:39.194072Z"
74,"2","2026-02-07T09:44:42.926961Z",74,3.413,"It perfectly balances humor and drama. I was completely blown away by this film.","Positive","2026-02-07T09:44:42.927545Z"
75,"2","2026-02-07T09:44:49.808290Z",75,6.571,"I'm honestly still trying to process what I just saw. I respect the ambition, even if it didn't fully land.","Neutral","2026-02-07T09:44:49.808290Z"
76,"2","2026-02-07T09:44:57.754641Z",76,7.627,"A cinematic masterpiece. The visual effects were superb and added so much depth. Do yourself a favor and go see this.","Positive","2026-02-07T09:44:57.754641Z"
77,"2","2026-02-07T09:45:00.912759Z",77,2.85,"I didn't expect to enjoy this as much as I did. Highly recommended for everyone.","Positive","2026-02-07T09:45:00.912759Z"
78,"2","2026-02-07T09:45:07.169275Z",78,5.957,"Standard fare for this type of movie. Good for a one-time watch.","Neutral","2026-02-07T09:45:07.169275Z"
79,"2","2026-02-07T09:45:15.929140Z",79,8.402,"The plot holes were glaring and the direction was lifeless. What a complete waste of potential.","Negative","2026-02-07T09:45:15.929140Z"
80,"2","2026-02-07T09:45:23.572447Z",80,7.3,"A strange experience overall. I respect the ambition, even if it didn't fully land.","Positive","2026-02-07T09:45:23.572447Z"
81,"2","2026-02-07T09:45:27.761849Z",81,3.807,"A strange experience overall. A polarizing experience for sure.","Positive","2026-02-07T09:45:27.761849Z"
82,"2","2026-02-07T09:45:34.428979Z",82,6.351,"I am confused about how I feel. It tries to be deep, but comes off as clichéd despite the refreshing music. I think I need to watch it again to decide.","Negative","2026-02-07T09:45:34.429547Z"
83,"2","2026-02-07T09:45:38.459173Z",83,3.718,"I have mixed feelings about this one. 6/10 at best.","Neutral","2026-02-07T09:45:38.459173Z"
84,"2","2026-02-07T09:45:42.630660Z",84,3.842,"I struggled to sit through the first half. A complete misfire.","Negative","2026-02-07T09:45:42.630660Z"
85,"2","2026-02-07T09:45:48.134133Z",85,5.148,"An absolute joy to watch from start to finish. Highly recommended for everyone.","Positive","2026-02-07T09:45:48.134133Z"
86,"2","2026-02-07T09:45:52.262383Z",86,3.819,"A frustrating experience. Zero stars if I could give it.","Negative","2026-02-07T09:45:52.262383Z"
87,"2","2026-02-07T09:45:57.902877Z",87,5.319,"An absolute train wreck of a movie. Nothing about the opening scene worked. I wouldn't recommend this to my worst enemy.","Negative","2026-02-07T09:45:57.902877Z"
88,"2","2026-02-07T09:46:07.255165Z",88,9.003,"It was... fine. It has some good moments, especially the character development. It is what it is.","Neutral","2026-02-07T09:46:07.255165Z"
89,"2","2026-02-07T09:46:11.955249Z",89,4.375,"An absolute train wreck of a movie. The dialogue distracted me from everything else. Zero stars if I could give it.","Negative","2026-02-07T09:46:11.955249Z"
90,"2","2026-02-07T09:46:15.808375Z",90,3.54,"This movie is a triumph in every sense. The lead actor delivered a memorable performance. Don't miss this one.","Positive","2026-02-07T09:46:15.808375Z"
91,"2","2026-02-07T09:46:22.346773Z",91,6.174,"The screenplay was okay, but forgettable. It was... fine.","Neutral","2026-02-07T09:46:22.346773Z"
92,"2","2026-02-07T09:46:32.029536Z",92,9.366,"A cinematic masterpiece. The lead actor delivered a gripping performance. I will be thinking about this for days.","Positive","2026-02-07T09:46:32.029536Z"
93,"2","2026-02-07T09:46:39.403133Z",93,7.006,"I was hooked from the very first minute. It managed to be vibrant without trying too hard. I can't wait to see it again.","Positive","2026-02-07T09:46:39.403133Z"
94,"2","2026-02-07T09:46:43.571731Z",94,3.846,"It doesn't leave a lasting impression. Middle of the road entertainment.","Positive","2026-02-07T09:46:43.571731Z"
95,"2","2026-02-07T09:46:49.374849Z",95,5.483,"It’s a weird mix of brilliance and stupidity. It tries to be deep, but comes off as jarring despite the iconic music. It’s definitely not for everyone.","Neutral","2026-02-07T09:46:49.374849Z"
96,"2","2026-02-07T09:46:56.901797Z",96,7.218,"While the lighting shines, the rest is convoluted. I am confused about how I feel.","Neutral","2026-02-07T09:46:56.901797Z"
97,"2","2026-02-07T09:47:04.771903Z",97,7.526,"It’s a weird mix of brilliance and stupidity. While the screenplay shines, the rest is tedious. A polarizing experience for sure.","Positive","2026-02-07T09:47:04.771903Z"
98,"2","2026-02-07T09:47:13.466684Z",98,8.369,"The acting is fine, but the costume design is a bit middle-of-the-road. It’s not a masterpiece, but it’s not a disaster either.","Neutral","2026-02-07T09:47:13.466684Z"
99,"2","2026-02-07T09:47:31.585450Z",99,17.785,"It’s a weird mix of brilliance and stupidity. While the screenplay shines, the rest is forgetable. I respect the ambition, even if it didn't fully land.","Positive","2026-02-07T09:47:31.585450Z"
100,"2","2026-02-07T09:47:34.529432Z",100,2.618,"I was hooked from the very first minute. I can't wait to see it again.","Positive","2026-02-07T09:47:34.529432Z"
